date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:55:25	491/491	---M--	200	added ('OK')	application/javascript	etag:%229be0f7b-1eb-56f9809761900%22	http://www.codepedant.com/joomla/bemax/bemax-demo/media/system/js/caption.js?ef6cf30e09e8c9d86a3e3160341814df	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/media/system/js/captiona2d7.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:26	9460/9460	---M--	200	added ('OK')	application/javascript	etag:%229be08b4-24f4-5713d22c78c80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/media/k2/assets/js/k2.frontend.js?v=2.8.0&sitepath=/joomla/bemax/bemax-demo/	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/media/k2/assets/js/k2.frontenda013.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:27	928/928	---M--	200	added ('OK')	application/javascript	etag:%229ba1755-3a0-5711529238980%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_spsimpleportfolio/assets/js/spsimpleportfolio.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_spsimpleportfolio/assets/js/spsimpleportfolio.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:27	5955/5955	---M--	200	added ('OK')	application/javascript	etag:%229ba1753-1743-5711529238980%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_spsimpleportfolio/assets/js/featherlight.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_spsimpleportfolio/assets/js/featherlight.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:27	1241/1241	---M--	200	added ('OK')	text/css	etag:%229be1394-4d9-5685ffef1e200%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/css/plugins.css	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/css/plugins.css	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:27	15800/15800	---M--	200	added ('OK')	application/javascript	etag:%229ba1754-3db8-5711529238980%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_spsimpleportfolio/assets/js/jquery.shuffle.modernizr.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_spsimpleportfolio/assets/js/jquery.shuffle.modernizr.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:28	32971/32971	---M--	200	added ('OK')	text/css	etag:%229be13a0-80cb-57198e0339d80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/css/style.css	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/css/style.css	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:29	5082/5082	---M--	200	added ('OK')	text/css	etag:%229be14d7-13da-573724bf8877e%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/css/custom.css	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/css/custom.css	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:30	3666/3666	---M--	200	added ('OK')	image/png	etag:%229ae1891-e52-569ef6b4f1b80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/logo-light.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/logo-light.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:30	3671/3671	---M--	200	added ('OK')	image/png	etag:%229ae1890-e57-569ef677e8b80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/logo-dark.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/logo-dark.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:30	97163/97163	---M--	200	added ('OK')	application/javascript	etag:%229be0864-17b8b-56f9809761900%22	http://www.codepedant.com/joomla/bemax/bemax-demo/media/jui/js/jquery.min.js?ef6cf30e09e8c9d86a3e3160341814df	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/media/jui/js/jquery.mina2d7.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:31	80475/80475	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Feb%202019%2015:25:10%20GMT	http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/creative	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/homepage/creative.html	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:32	80457/80457	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Feb%202019%2015:25:11%20GMT	http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/bg-video	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/homepage/bg-video.html	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:33	83086/83086	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Feb%202019%2015:25:12%20GMT	http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/slider	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/homepage/slider.html	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:34	82898/82898	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Feb%202019%2015:25:13%20GMT	http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/slider-text	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/homepage/slider-text.html	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:38	18576/18576	---M--	200	added ('OK')	image/jpeg	etag:%229ba1897-4890-5685ea7bdc680%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/1.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/1.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:41	18761/18761	---M--	200	added ('OK')	image/jpeg	etag:%229ba189a-4949-5685ea7bdc680%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/4.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/4.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:41	12935/12935	---M--	200	added ('OK')	image/jpeg	etag:%229ba1899-3287-5685ea7bdc680%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/3.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/3.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:43	96761/96761	---M--	200	added ('OK')	image/jpeg	etag:%229ae188d-179f9-56a091d841a80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/bg2.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/bg2.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:43	9744/9744	---M--	200	added ('OK')	image/jpeg	etag:%229ba189d-2610-5685ea7bdc680%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/7.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/7.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:55:50	54833/54833	---M--	200	added ('OK')	image/jpeg	etag:%229ba189b-d631-5685ea7bdc680%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/5.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/portfolio/5.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:00	105165/105165	---M--	200	added ('OK')	image/jpeg	etag:%229ae1888-19acd-56d386bef6300%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/2.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/2.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:04	85683/85683	---M--	200	added ('OK')	image/jpeg	etag:%229ba18c4-14eb3-56813efe54280%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/team/1.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/team/1.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:05	22082/22082	---M--	200	added ('OK')	image/jpeg	etag:%229ba18c5-5642-5529ab9ba7880%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/team/2.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/team/2.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:06	223838/223838	---M--	200	added ('OK')	image/jpeg	etag:%229ae1887-36a5e-56d386bef6300%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/1.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/1.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:07	167219/167219	---M--	200	added ('OK')	image/jpeg	etag:%229ae188a-28d33-56a091d841a80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/4.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/4.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:09	25948/25948	---M--	200	added ('OK')	image/jpeg	etag:%229ba18c6-655c-5529ab8894b80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/team/3.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/team/3.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:10	23395/23395	---M--	200	added ('OK')	image/jpeg	etag:%229ba18c7-5b63-5529ab7399a00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/team/4.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/team/4.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:19	81201/81201	---M--	200	added ('OK')	image/jpeg	etag:%229ae1889-13d31-56d386bef6300%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/3.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/3.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:20	3007/3007	---M--	200	added ('OK')	image/png	etag:%229ba188e-bbf-5654e51378200%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/1.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/1.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:21	3347/3347	---M--	200	added ('OK')	image/png	etag:%229ba188f-d13-5654e54cb0900%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/2.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/2.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:22	2515/2515	---M--	200	added ('OK')	image/png	etag:%229ba1890-9d3-5654e572d6300%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/3.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/3.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:24	3636/3636	---M--	200	added ('OK')	image/png	etag:%229ba1891-e34-5654e58f72680%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/4.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/4.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:25	3108/3108	---M--	200	added ('OK')	image/png	etag:%229ba1894-c24-5654e5eed0780%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/7.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/7.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:26	2679/2679	---M--	200	added ('OK')	image/png	etag:%229ba1895-a77-5654e616de600%22	http://www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/8.png	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/images/clients-logo/8.png	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:40	86341/86341	---M--	200	added ('OK')	application/javascript	etag:%229be1411-15145-55c9b50c00100%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery-3.0.0.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery-3.0.0.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:42	7083/7083	---M--	200	added ('OK')	application/javascript	etag:%229be1412-1bab-55c9b58059380%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery-migrate-3.0.0.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery-migrate-3.0.0.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:46	19188/19188	---M--	200	added ('OK')	application/javascript	etag:%229be1415-4af4-565ab3515fe00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/popper.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/popper.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:54	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%229be1409-bf30-56313a9cf0b00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/bootstrap.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/bootstrap.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:55	1418/1418	---M--	200	added ('OK')	application/javascript	etag:%229be1417-58a-4f6175e52ad80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/scrollIt.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/scrollIt.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:56	5532/5532	---M--	200	added ('OK')	application/javascript	etag:%229be1406-159c-50bb2aa7dab00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/animated.headline.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/animated.headline.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:59	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%229be140f-2344-53b9e88b52e00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.waypoints.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:56:59	1115/1115	---M--	200	added ('OK')	application/javascript	etag:%229be140c-45b-53fea03e83500%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.counterup.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.counterup.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:00	312950/312950	---M--	200	added ('OK')	image/jpeg	etag:%229be0df3-4c676-5713db28bbf80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/media/k2/items/cache/94d43e327d9303539cb1e2aac7032668_XL.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/media/k2/items/cache/94d43e327d9303539cb1e2aac7032668_XL.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:04	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%229be140d-4ef8-52c326e0ebd80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.magnific-popup.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:04	371993/371993	---M--	200	added ('OK')	image/jpeg	etag:%229be0de7-5ad19-5713d2b7b5500%22	http://www.codepedant.com/joomla/bemax/bemax-demo/media/k2/items/cache/2fa67f482133f1c934235b73c2a03954_XL.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/media/k2/items/cache/2fa67f482133f1c934235b73c2a03954_XL.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:05	355864/355864	---M--	200	added ('OK')	image/jpeg	etag:%229be0df9-56e18-5713db211ad80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/media/k2/items/cache/e0a70f72bdae9885bfc32d7cd19a26a1_XL.jpg	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/media/k2/items/cache/e0a70f72bdae9885bfc32d7cd19a26a1_XL.jpg	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:06	12597/12597	---M--	200	added ('OK')	application/javascript	etag:%229be140e-3135-51156064b2180%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.stellar.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/jquery.stellar.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:06	42854/42854	---M--	200	added ('OK')	application/javascript	etag:%229be1413-a766-53fc8b557ea00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/owl.carousel.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/owl.carousel.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:06	2885/2885	---M--	200	added ('OK')	application/javascript	etag:%229be141a-b45-53f02c54a0400%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/YouTubePopUp.jquery.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/YouTubePopUp.jquery.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:07	2812/2812	---M--	200	added ('OK')	application/javascript	etag:%229be1407-afc-561cee5327600%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/app.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/app.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:08	40863/40863	---M--	200	added ('OK')	application/javascript	etag:%229be140b-9f9f-52386d6ed0280%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/isotope.pkgd.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:09	7198/7198	---M--	200	added ('OK')	application/javascript	etag:%229be1416-1c1e-571b5652f320e%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/scripts.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/scripts.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:09	11730/11730	---M--	200	added ('OK')	application/javascript	etag:%229be1419-2dd2-54ea7c9d15f00%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/validator.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/validator.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:09	23364/23364	---M--	200	added ('OK')	application/javascript	etag:%229be1414-5b44-515bc1aba3880%22	http://www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/particles.min.js	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/templates/bemax/js/particles.min.js	(from http://www.codepedant.com/joomla/bemax/bemax-demo/homepage/particles)
20:57:10	1749/1749	---M--	200	added ('OK')	image/gif	etag:%229ba16b5-6d5-5713d22c78c80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/loaders/generic.gif	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/loaders/generic.gif	(from http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/css/k2.css?v=2.8.0)
20:57:10	1024/1024	---M--	200	added ('OK')	image/gif	etag:%229ba16ba-400-5713d22c78c80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/ratingstars.gif	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/ratingstars.gif	(from http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/css/k2.css?v=2.8.0)
20:57:10	2474/2474	---M--	200	added ('OK')	image/gif	etag:%229ba16bc-9aa-5713d22c78c80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/videobg.gif	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/videobg.gif	(from http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/css/k2.css?v=2.8.0)
20:57:11	723/723	---M--	200	added ('OK')	image/gif	etag:%229ba16b6-2d3-5713d22c78c80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/loaders/search.gif	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/loaders/search.gif	(from http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/css/k2.css?v=2.8.0)
20:57:11	10026/10026	---M--	200	added ('OK')	image/gif	etag:%229ba16b4-272a-5713d22c78c80%22	http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/loaders/calendar.gif	C:/My%20Web%20Sites/techno/www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/images/loaders/calendar.gif	(from http://www.codepedant.com/joomla/bemax/bemax-demo/components/com_k2/css/k2.css?v=2.8.0)
